algorithm,num_procs,dtype,message_size_bytes,time_stat,time_seconds,algbw_GBps,busbw_GBps,num_reps
mpi-default,3,float,16,mean,6.83139e-07,0.0234213,0.0312284,1000
mpi-default,3,float,16,median,6.735e-07,0.0237565,0.0316753,1000
mpi-default,3,float,16,max,7.941e-06,0.00201486,0.00268648,1000
mpi-default,3,float,16,stddev,2.35432e-07,0.0679601,0.0906134,1000
ring,3,float,32,min,8.88e-07,0.036036,0.048048,1000
ring,3,float,32,mean,1.10585e-06,0.0289371,0.0385828,1000
ring,3,float,32,median,1.0835e-06,0.0295339,0.0393786,1000
ring,3,float,32,max,8.754e-06,0.00365547,0.00487396,1000
ring,3,float,32,stddev,3.80701e-07,0.0840555,0.112074,1000
mpi-default,3,float,32,min,4.73e-07,0.0676533,0.0902044,1000
mpi-default,3,float,32,mean,7.13724e-07,0.0448353,0.0597803,1000
mpi-default,3,float,32,median,6.83e-07,0.0468521,0.0624695,1000
mpi-default,3,float,32,max,1.5951e-05,0.00200614,0.00267486,1000
mpi-default,3,float,32,stddev,5.0774e-07,0.0630244,0.0840325,1000
ring,3,float,64,min,9.01e-07,0.0710322,0.0947096,1000
ring,3,float,64,mean,1.20528e-06,0.0530997,0.0707995,1000
ring,3,float,64,median,1.166e-06,0.0548885,0.0731847,1000
ring,3,float,64,max,2.0219e-05,0.00316534,0.00422045,1000
ring,3,float,64,stddev,8.37801e-07,0.0763905,0.101854,1000
mpi-default,3,float,64,min,5.07e-07,0.126233,0.16831,1000
mpi-default,3,float,64,mean,6.86663e-07,0.0932044,0.124273,1000
mpi-default,3,float,64,median,6.6e-07,0.0969697,0.129293,1000
mpi-default,3,float,64,max,1.0656e-05,0.00600601,0.00800801,1000
mpi-default,3,float,64,stddev,3.70316e-07,0.172825,0.230434,1000
ring,3,float,128,min,8.45e-07,0.151479,0.201972,1000
ring,3,float,128,mean,1.11431e-06,0.114869,0.153159,1000
ring,3,float,128,median,1.085e-06,0.117972,0.157296,1000
ring,3,float,128,max,1.6546e-05,0.00773601,0.0103147,1000
ring,3,float,128,stddev,5.37562e-07,0.238112,0.317483,1000
mpi-default,3,float,128,min,5.39e-07,0.237477,0.316636,1000
mpi-default,3,float,128,mean,6.86892e-07,0.186347,0.248462,1000
mpi-default,3,float,128,median,6.77e-07,0.189069,0.252093,1000
mpi-default,3,float,128,max,6.232e-06,0.0205392,0.0273855,1000
mpi-default,3,float,128,stddev,1.88643e-07,0.678529,0.904706,1000
ring,3,float,256,min,9.39e-07,0.27263,0.363507,1000
ring,3,float,256,mean,1.26883e-06,0.201761,0.269014,1000
ring,3,float,256,median,1.1355e-06,0.225451,0.300602,1000
ring,3,float,256,max,0.000107155,0.00238906,0.00318542,1000
ring,3,float,256,stddev,3.37412e-06,0.0758716,0.101162,1000
mpi-default,3,float,256,min,5.6e-07,0.457143,0.609524,1000
mpi-default,3,float,256,mean,7.88877e-07,0.324512,0.432683,1000
mpi-default,3,float,256,median,7.03e-07,0.364154,0.485538,1000
mpi-default,3,float,256,max,2.5715e-05,0.00995528,0.0132737,1000
mpi-default,3,float,256,stddev,1.1449e-06,0.2236,0.298134,1000
ring,3,float,512,min,1.026e-06,0.499025,0.665367,1000
ring,3,float,512,mean,1.37279e-06,0.372963,0.497283,1000
ring,3,float,512,median,1.222e-06,0.418985,0.558647,1000
ring,3,float,512,max,6.2873e-05,0.0081434,0.0108579,1000
ring,3,float,512,stddev,2.37605e-06,0.215483,0.287311,1000
mpi-default,3,float,512,min,1.162e-06,0.44062,0.587493,1000
mpi-default,3,float,512,mean,1.40489e-06,0.364442,0.485923,1000
mpi-default,3,float,512,median,1.325e-06,0.386415,0.51522,1000
mpi-default,3,float,512,max,1.9212e-05,0.02665,0.0355333,1000
mpi-default,3,float,512,stddev,9.95497e-07,0.514316,0.685754,1000
ring,3,float,1024,min,1.602e-06,0.639201,0.852268,1000
ring,3,float,1024,mean,2.28392e-06,0.448353,0.597804,1000
ring,3,float,1024,median,1.806e-06,0.566999,0.755999,1000
ring,3,float,1024,max,7.8919e-05,0.0129753,0.0173004,1000
ring,3,float,1024,stddev,4.48206e-06,0.228466,0.304622,1000
mpi-default,3,float,1024,min,1.351e-06,0.757957,1.01061,1000
mpi-default,3,float,1024,mean,1.82896e-06,0.559882,0.74651,1000
mpi-default,3,float,1024,median,1.4885e-06,0.687941,0.917255,1000
mpi-default,3,float,1024,max,0.000151237,0.00677083,0.00902777,1000
mpi-default,3,float,1024,stddev,5.18277e-06,0.197578,0.263437,1000
ring,3,float,2048,min,1.591e-06,1.28724,1.71632,1000
ring,3,float,2048,mean,2.38828e-06,0.857523,1.14336,1000
ring,3,float,2048,median,1.8355e-06,1.11577,1.4877,1000
ring,3,float,2048,max,0.000146764,0.0139544,0.0186058,1000
ring,3,float,2048,stddev,5.94526e-06,0.344476,0.459301,1000
mpi-default,3,float,2048,min,1.759e-06,1.1643,1.5524,1000
mpi-default,3,float,2048,mean,2.19368e-06,0.933592,1.24479,1000
mpi-default,3,float,2048,median,2.009e-06,1.01941,1.35922,1000
mpi-default,3,float,2048,max,5.3201e-05,0.0384955,0.0513274,1000
mpi-default,3,float,2048,stddev,1.89594e-06,1.0802,1.44027,1000
ring,3,float,4096,min,2.109e-06,1.94215,2.58954,1000
ring,3,float,4096,mean,2.34183e-06,1.74906,2.33208,1000
ring,3,float,4096,median,2.277e-06,1.79886,2.39848,1000
ring,3,float,4096,max,2.1359e-05,0.191769,0.255692,1000
ring,3,float,4096,stddev,7.6011e-07,5.38869,7.18492,1000
mpi-default,3,float,4096,min,2.117e-06,1.93481,2.57975,1000
mpi-default,3,float,4096,mean,2.40984e-06,1.6997,2.26627,1000
mpi-default,3,float,4096,median,2.296e-06,1.78397,2.37863,1000
mpi-default,3,float,4096,max,2.397e-05,0.17088,0.22784,1000
mpi-default,3,float,4096,stddev,1.03422e-06,3.96049,5.28065,1000
ring,3,float,8192,min,2.757e-06,2.97135,3.96179,1000
ring,3,float,8192,mean,3.20701e-06,2.5544,3.40587,1000
ring,3,float,8192,median,2.953e-06,2.77413,3.69884,1000
ring,3,float,8192,max,6.4715e-05,0.126586,0.168781,1000
ring,3,float,8192,stddev,2.52999e-06,3.23796,4.31727,1000
mpi-default,3,float,8192,min,6.704e-06,1.22196,1.62928,1000
mpi-default,3,float,8192,mean,9.68712e-06,0.845659,1.12754,1000
mpi-default,3,float,8192,median,7.556e-06,1.08417,1.44556,1000
mpi-default,3,float,8192,max,0.00050608,0.0161872,0.0215829,1000
mpi-default,3,float,8192,stddev,1.7012e-05,0.481543,0.642057,1000
ring,3,float,16384,min,6.697e-06,2.44647,3.26196,1000
ring,3,float,16384,mean,9.16941e-06,1.78681,2.38242,1000
ring,3,float,16384,median,7.348e-06,2.22972,2.97296,1000
ring,3,float,16384,max,0.000273735,0.0598535,0.0798047,1000
ring,3,float,16384,stddev,1.20841e-05,1.35583,1.80777,1000
mpi-default,3,float,16384,min,6.494e-06,2.52294,3.36393,1000
mpi-default,3,float,16384,mean,7.675e-06,2.13472,2.8463,1000
mpi-default,3,float,16384,median,7.0715e-06,2.31691,3.08921,1000
mpi-default,3,float,16384,max,3.5726e-05,0.458602,0.611469,1000
mpi-default,3,float,16384,stddev,2.07873e-06,7.88173,10.509,1000
ring,3,float,32768,min,8.281e-06,3.95701,5.27601,1000
ring,3,float,32768,mean,9.06681e-06,3.61406,4.81875,1000
ring,3,float,32768,median,8.83e-06,3.71099,4.94798,1000
ring,3,float,32768,max,0.000102785,0.318801,0.425069,1000
ring,3,float,32768,stddev,3.13815e-06,10.4418,13.9224,1000
mpi-default,3,float,32768,min,8.192e-06,4,5.33333,1000
mpi-default,3,float,32768,mean,1.0187e-05,3.21664,4.28886,1000
mpi-default,3,float,32768,median,8.792e-06,3.72702,4.96937,1000
mpi-default,3,float,32768,max,6.055e-05,0.541173,0.721563,1000
mpi-default,3,float,32768,stddev,4.38103e-06,7.47952,9.97269,1000
ring,3,float,65536,min,1.1445e-05,5.72617,7.63489,1000
ring,3,float,65536,mean,1.38182e-05,4.74272,6.32362,1000
ring,3,float,65536,median,1.2486e-05,5.24876,6.99834,1000
ring,3,float,65536,max,0.000185037,0.354178,0.472237,1000
ring,3,float,65536,stddev,9.47398e-06,6.91747,9.2233,1000
mpi-default,3,float,65536,min,1.1281e-05,5.80941,7.74589,1000
mpi-default,3,float,65536,mean,1.55698e-05,4.20919,5.61225,1000
mpi-default,3,float,65536,median,1.22135e-05,5.36587,7.15449,1000
mpi-default,3,float,65536,max,0.000200717,0.326509,0.435346,1000
mpi-default,3,float,65536,stddev,1.20128e-05,5.45551,7.27402,1000
ring,3,float,131072,min,1.5904e-05,8.24145,10.9886,1000
ring,3,float,131072,mean,2.07302e-05,6.32274,8.43033,1000
ring,3,float,131072,median,1.7391e-05,7.53677,10.049,1000
ring,3,float,131072,max,0.000322362,0.406599,0.542132,1000
ring,3,float,131072,stddev,1.43033e-05,9.16373,12.2183,1000
mpi-default,3,float,131072,min,1.6037e-05,8.1731,10.8975,1000
mpi-default,3,float,131072,mean,2.57393e-05,5.09228,6.78971,1000
mpi-default,3,float,131072,median,1.9606e-05,6.6853,8.91373,1000
mpi-default,3,float,131072,max,0.00035735,0.366789,0.489052,1000
mpi-default,3,float,131072,stddev,1.99145e-05,6.58175,8.77567,1000
ring,3,float,262144,min,2.5846e-05,10.1425,13.5234,1000
ring,3,float,262144,mean,3.07408e-05,8.52757,11.3701,1000
ring,3,float,262144,median,2.7383e-05,9.57324,12.7643,1000
ring,3,float,262144,max,0.000156631,1.67364,2.23152,1000
ring,3,float,262144,stddev,1.14772e-05,22.8404,30.4539,1000
mpi-default,3,float,262144,min,5.8025e-05,4.51778,6.0237,1000
mpi-default,3,float,262144,mean,7.18986e-05,3.64602,4.86136,1000
mpi-default,3,float,262144,median,6.69965e-05,3.9128,5.21707,1000
mpi-default,3,float,262144,max,0.000250083,1.04823,1.39764,1000
mpi-default,3,float,262144,stddev,1.79057e-05,14.6403,19.5204,1000
ring,3,float,524288,min,4.4712e-05,11.7259,15.6345,1000
ring,3,float,524288,mean,5.17194e-05,10.1372,13.5162,1000
ring,3,float,524288,median,4.78775e-05,10.9506,14.6008,1000
ring,3,float,524288,max,0.000271358,1.93209,2.57612,1000
ring,3,float,524288,stddev,1.60472e-05,32.6715,43.5621,1000
mpi-default,3,float,524288,min,0.000104938,4.99617,6.66156,1000
mpi-default,3,float,524288,mean,0.000126792,4.13503,5.51337,1000
mpi-default,3,float,524288,median,0.000121671,4.30905,5.74539,1000
mpi-default,3,float,524288,max,0.000303902,1.72519,2.30025,1000
mpi-default,3,float,524288,stddev,1.93722e-05,27.064,36.0853,1000
ring,3,float,1048576,min,8.555e-05,12.2569,16.3425,1000
ring,3,float,1048576,mean,9.6204e-05,10.8995,14.5327,1000
ring,3,float,1048576,median,9.16855e-05,11.4367,15.2489,1000
ring,3,float,1048576,max,0.000287962,3.64137,4.85516,1000
ring,3,float,1048576,stddev,1.67716e-05,62.5208,83.3611,1000
mpi-default,3,float,1048576,min,0.000199476,5.25665,7.00887,1000
mpi-default,3,float,1048576,mean,0.000243559,4.30522,5.74029,1000
mpi-default,3,float,1048576,median,0.000233603,4.48871,5.98495,1000
mpi-default,3,float,1048576,max,0.000505112,2.07593,2.7679,1000
mpi-default,3,float,1048576,stddev,3.90011e-05,26.8858,35.8477,1000
ring,3,float,2097152,min,0.000176539,11.8793,15.839,1000
ring,3,float,2097152,mean,0.000203111,10.3251,13.7668,1000
ring,3,float,2097152,median,0.000193315,10.8483,14.4645,1000
ring,3,float,2097152,max,0.000423601,4.95077,6.60103,1000
ring,3,float,2097152,stddev,3.11411e-05,67.3436,89.7914,1000
mpi-default,3,float,2097152,min,0.000410008,5.11491,6.81987,615
mpi-default,3,float,2097152,mean,0.00048807,4.29682,5.7291,615
mpi-default,3,float,2097152,median,0.000477787,4.3893,5.8524,615
mpi-default,3,float,2097152,max,0.000804612,2.60641,3.47522,615
mpi-default,3,float,2097152,stddev,5.88464e-05,35.6377,47.517,615
ring,3,float,4194304,min,0.000363423,11.5411,15.3881,712
ring,3,float,4194304,mean,0.000421663,9.94704,13.2627,712
ring,3,float,4194304,median,0.000407141,10.3018,13.7358,712
ring,3,float,4194304,max,0.000859304,4.88105,6.50806,712
ring,3,float,4194304,stddev,5.38399e-05,77.9032,103.871,712
mpi-default,3,float,4194304,min,0.000858263,4.88697,6.51596,294
mpi-default,3,float,4194304,mean,0.00102179,4.10485,5.47313,294
mpi-default,3,float,4194304,median,0.00100423,4.17663,5.56884,294
mpi-default,3,float,4194304,max,0.00149748,2.80091,3.73454,294
mpi-default,3,float,4194304,stddev,0.000107341,39.0746,52.0994,294
ring,3,float,8388608,min,0.00113093,7.41746,9.88995,213
ring,3,float,8388608,mean,0.00140854,5.95552,7.9407,213
ring,3,float,8388608,median,0.00137933,6.08165,8.10887,213
ring,3,float,8388608,max,0.00207667,4.03945,5.38594,213
ring,3,float,8388608,stddev,0.000174204,48.154,64.2053,213
mpi-default,3,float,8388608,min,0.00254822,3.29195,4.38927,98
mpi-default,3,float,8388608,mean,0.00306144,2.74008,3.65344,98
mpi-default,3,float,8388608,median,0.00303476,2.76418,3.68557,98
mpi-default,3,float,8388608,max,0.00426028,1.96903,2.62537,98
mpi-default,3,float,8388608,stddev,0.000311387,26.9395,35.9193,98
ring,3,float,16777216,min,0.00404091,4.15184,5.53579,69
ring,3,float,16777216,mean,0.00436879,3.84024,5.12033,69
ring,3,float,16777216,median,0.00431655,3.88672,5.18229,69
ring,3,float,16777216,max,0.00568628,2.95047,3.93397,69
ring,3,float,16777216,stddev,0.000248871,67.4133,89.8844,69
mpi-default,3,float,16777216,min,0.00693074,2.4207,3.2276,40
mpi-default,3,float,16777216,mean,0.00753833,2.22559,2.96745,40
mpi-default,3,float,16777216,median,0.00745956,2.24909,2.99879,40
mpi-default,3,float,16777216,max,0.00865601,1.93822,2.58429,40
mpi-default,3,float,16777216,stddev,0.000381877,43.9336,58.5781,40
ring,3,float,33554432,min,0.00934617,3.59018,4.78691,29
ring,3,float,33554432,mean,0.0104045,3.22498,4.29997,29
ring,3,float,33554432,median,0.0101827,3.29524,4.39365,29
ring,3,float,33554432,max,0.0128413,2.61301,3.48401,29
ring,3,float,33554432,stddev,0.000812364,41.3047,55.0729,29
mpi-default,3,float,33554432,min,0.020467,1.63944,2.18592,15
mpi-default,3,float,33554432,mean,0.0213747,1.56982,2.09309,15
mpi-default,3,float,33554432,median,0.0211643,1.58543,2.1139,15
mpi-default,3,float,33554432,max,0.0230136,1.45802,1.94403,15
mpi-default,3,float,33554432,stddev,0.000690328,48.6065,64.8087,15
ring,3,float,67108864,min,0.0194345,3.45308,4.6041,15
ring,3,float,67108864,mean,0.0212194,3.16262,4.21683,15
ring,3,float,67108864,median,0.0207032,3.24148,4.32197,15
ring,3,float,67108864,max,0.0232541,2.88589,3.84786,15
ring,3,float,67108864,stddev,0.00131779,50.9253,67.9004,15
mpi-default,3,float,67108864,min,0.0402609,1.66685,2.22247,8
mpi-default,3,float,67108864,mean,0.0411087,1.63247,2.17663,8
mpi-default,3,float,67108864,median,0.0410355,1.63539,2.18051,8
mpi-default,3,float,67108864,max,0.0421866,1.59076,2.12102,8
mpi-default,3,float,67108864,stddev,0.000644169,104.179,138.905,8
ring,3,float,134217728,min,0.0388183,3.45759,4.61012,8
ring,3,float,134217728,mean,0.0394589,3.40146,4.53528,8
ring,3,float,134217728,median,0.0389956,3.44186,4.58915,8
ring,3,float,134217728,max,0.0410974,3.26584,4.35446,8
ring,3,float,134217728,stddev,0.000841984,159.407,212.542,8
mpi-default,3,float,134217728,min,0.0809801,1.65742,2.20989,4
mpi-default,3,float,134217728,mean,0.082017,1.63646,2.18195,4
mpi-default,3,float,134217728,median,0.0821235,1.63434,2.17912,4
mpi-default,3,float,134217728,max,0.0828407,1.62019,2.16025,4
mpi-default,3,float,134217728,stddev,0.000770092,174.288,232.384,4
mpi-ring,3,float,8,min,4.63e-07,0.0172786,0.0230382,1000
mpi-ring,3,float,8,mean,6.03222e-07,0.0132621,0.0176828,1000
mpi-ring,3,float,8,median,5.83e-07,0.0137221,0.0182962,1000
mpi-ring,3,float,8,max,7.268e-06,0.00110072,0.00146762,1000
mpi-ring,3,float,8,stddev,2.74156e-07,0.0291805,0.0389074,1000
mpi-ring,3,float,16,min,8.1e-07,0.0197531,0.0263374,1000
mpi-ring,3,float,16,mean,1.0355e-06,0.0154515,0.020602,1000
mpi-ring,3,float,16,median,9.95e-07,0.0160804,0.0214405,1000
mpi-ring,3,float,16,max,1.1586e-05,0.00138098,0.0018413,1000
mpi-ring,3,float,16,stddev,4.65395e-07,0.0343794,0.0458392,1000
mpi-ring,3,float,32,min,9e-07,0.0355556,0.0474074,1000
mpi-ring,3,float,32,mean,1.13407e-06,0.028217,0.0376226,1000
mpi-ring,3,float,32,median,1.112e-06,0.028777,0.0383693,1000
mpi-ring,3,float,32,max,8.407e-06,0.00380635,0.00507514,1000
mpi-ring,3,float,32,stddev,2.77989e-07,0.115112,0.153483,1000
mpi-ring,3,float,64,min,9.69e-07,0.0660475,0.0880633,1000
mpi-ring,3,float,64,mean,1.16784e-06,0.0548022,0.0730696,1000
mpi-ring,3,float,64,median,1.151e-06,0.0556038,0.0741384,1000
mpi-ring,3,float,64,max,7.004e-06,0.00913764,0.0121835,1000
mpi-ring,3,float,64,stddev,2.51075e-07,0.254904,0.339872,1000
mpi-ring,3,float,128,min,9.58e-07,0.133612,0.178149,1000
mpi-ring,3,float,128,mean,1.246e-06,0.102729,0.136972,1000
mpi-ring,3,float,128,median,1.1805e-06,0.108429,0.144572,1000
mpi-ring,3,float,128,max,1.6939e-05,0.00755653,0.0100754,1000
mpi-ring,3,float,128,stddev,7.55285e-07,0.169472,0.225963,1000
mpi-ring,3,float,256,min,9.66e-07,0.26501,0.353347,1000
mpi-ring,3,float,256,mean,1.28126e-06,0.199804,0.266405,1000
mpi-ring,3,float,256,median,1.196e-06,0.214047,0.285396,1000
mpi-ring,3,float,256,max,2.0252e-05,0.0126407,0.0168543,1000
mpi-ring,3,float,256,stddev,1.06943e-06,0.23938,0.319173,1000
mpi-ring,3,float,512,min,1.092e-06,0.468864,0.625153,1000
mpi-ring,3,float,512,mean,1.39155e-06,0.367934,0.490579,1000
mpi-ring,3,float,512,median,1.242e-06,0.412238,0.549651,1000
mpi-ring,3,float,512,max,3.1386e-05,0.016313,0.0217507,1000
mpi-ring,3,float,512,stddev,1.63528e-06,0.313096,0.417461,1000
mpi-ring,3,float,1024,min,1.425e-06,0.718596,0.958129,1000
mpi-ring,3,float,1024,mean,2.25954e-06,0.45319,0.604253,1000
mpi-ring,3,float,1024,median,1.6825e-06,0.608618,0.811491,1000
mpi-ring,3,float,1024,max,0.000459447,0.00222877,0.00297169,1000
mpi-ring,3,float,1024,stddev,1.45209e-05,0.0705188,0.0940251,1000
mpi-ring,3,float,2048,min,1.61e-06,1.27205,1.69607,1000
mpi-ring,3,float,2048,mean,1.98404e-06,1.03224,1.37631,1000
mpi-ring,3,float,2048,median,1.851e-06,1.10643,1.47524,1000
mpi-ring,3,float,2048,max,8.6603e-05,0.0236481,0.0315309,1000
mpi-ring,3,float,2048,stddev,2.71965e-06,0.753038,1.00405,1000
mpi-ring,3,float,4096,min,2.195e-06,1.86606,2.48808,1000
mpi-ring,3,float,4096,mean,2.61348e-06,1.56726,2.08968,1000
mpi-ring,3,float,4096,median,2.462e-06,1.66369,2.21825,1000
mpi-ring,3,float,4096,max,2.7006e-05,0.15167,0.202227,1000
mpi-ring,3,float,4096,stddev,1.23698e-06,3.31128,4.41504,1000
mpi-ring,3,float,8192,min,2.845e-06,2.87944,3.83925,1000
mpi-ring,3,float,8192,mean,3.595e-06,2.27872,3.03829,1000
mpi-ring,3,float,8192,median,3.143e-06,2.60643,3.47524,1000
mpi-ring,3,float,8192,max,0.000107648,0.0760999,0.101467,1000
mpi-ring,3,float,8192,stddev,3.70612e-06,2.2104,2.9472,1000
mpi-ring,3,float,16384,min,6.024e-06,2.71979,3.62638,1000
mpi-ring,3,float,16384,mean,6.677e-06,2.4538,3.27173,1000
mpi-ring,3,float,16384,median,6.51e-06,2.51674,3.35566,1000
mpi-ring,3,float,16384,max,2.2885e-05,0.715927,0.95457,1000
mpi-ring,3,float,16384,stddev,1.12775e-06,14.5281,19.3707,1000
mpi-ring,3,float,32768,min,7.957e-06,4.11813,5.49085,1000
mpi-ring,3,float,32768,mean,8.74217e-06,3.74827,4.99769,1000
mpi-ring,3,float,32768,median,8.388e-06,3.90653,5.20871,1000
mpi-ring,3,float,32768,max,8.6881e-05,0.37716,0.502879,1000
mpi-ring,3,float,32768,stddev,2.85166e-06,11.4908,15.3211,1000
mpi-ring,3,float,65536,min,1.1083e-05,5.9132,7.88427,1000
mpi-ring,3,float,65536,mean,1.33486e-05,4.90958,6.5461,1000
mpi-ring,3,float,65536,median,1.2091e-05,5.42023,7.22697,1000
mpi-ring,3,float,65536,max,7.578e-05,0.864819,1.15309,1000
mpi-ring,3,float,65536,stddev,4.93878e-06,13.2697,17.6929,1000
mpi-ring,3,float,131072,min,1.5587e-05,8.40906,11.2121,1000
mpi-ring,3,float,131072,mean,1.92439e-05,6.81111,9.08148,1000
mpi-ring,3,float,131072,median,1.87395e-05,6.99442,9.3259,1000
mpi-ring,3,float,131072,max,0.000120596,1.08687,1.44916,1000
mpi-ring,3,float,131072,stddev,5.27672e-06,24.8397,33.1196,1000
mpi-ring,3,float,262144,min,2.563e-05,10.228,13.6374,1000
mpi-ring,3,float,262144,mean,3.20901e-05,8.169,10.892,1000
mpi-ring,3,float,262144,median,3.09125e-05,8.48019,11.3069,1000
mpi-ring,3,float,262144,max,0.00021038,1.24605,1.6614,1000
mpi-ring,3,float,262144,stddev,1.06956e-05,24.5096,32.6795,1000
mpi-ring,3,float,524288,min,8.1053e-05,6.46846,8.62461,1000
mpi-ring,3,float,524288,mean,0.000104593,5.01265,6.68353,1000
mpi-ring,3,float,524288,median,9.1716e-05,5.71643,7.62191,1000
mpi-ring,3,float,524288,max,0.000328886,1.59413,2.12551,1000
mpi-ring,3,float,524288,stddev,3.11535e-05,16.8292,22.4389,1000
mpi-ring,3,float,1048576,min,8.5361e-05,12.284,16.3787,1000
mpi-ring,3,float,1048576,mean,0.000104871,9.99877,13.3317,1000
mpi-ring,3,float,1048576,median,9.3944e-05,11.1617,14.8823,1000
mpi-ring,3,float,1048576,max,0.000317186,3.30587,4.40783,1000
mpi-ring,3,float,1048576,stddev,2.45104e-05,42.7808,57.0411,1000
mpi-ring,3,float,2097152,min,0.000178218,11.7673,15.6898,1000
mpi-ring,3,float,2097152,mean,0.000239083,8.77165,11.6955,1000
mpi-ring,3,float,2097152,median,0.000218525,9.59685,12.7958,1000
mpi-ring,3,float,2097152,max,0.00382497,0.54828,0.73104,1000
mpi-ring,3,float,2097152,stddev,0.000129618,16.1795,21.5727,1000
mpi-ring,3,float,4194304,min,0.00036383,11.5282,15.3709,621
mpi-ring,3,float,4194304,mean,0.000483262,8.67915,11.5722,621
mpi-ring,3,float,4194304,median,0.000462242,9.07383,12.0984,621
mpi-ring,3,float,4194304,max,0.000990861,4.23299,5.64399,621
mpi-ring,3,float,4194304,stddev,9.84224e-05,42.6154,56.8205,621
mpi-ring,3,float,8388608,min,0.00134804,6.22282,8.29709,158
mpi-ring,3,float,8388608,mean,0.0018992,4.41692,5.88923,158
mpi-ring,3,float,8388608,median,0.00180934,4.63629,6.18172,158
mpi-ring,3,float,8388608,max,0.00337589,2.48486,3.31315,158
mpi-ring,3,float,8388608,stddev,0.000328386,25.545,34.06,158
mpi-ring,3,float,16777216,min,0.00444215,3.77683,5.03577,57
mpi-ring,3,float,16777216,mean,0.00528722,3.17316,4.23089,57
mpi-ring,3,float,16777216,median,0.00503403,3.33276,4.44368,57
mpi-ring,3,float,16777216,max,0.00810564,2.06982,2.75976,57
mpi-ring,3,float,16777216,stddev,0.000684586,24.5071,32.6761,57
mpi-ring,3,float,33554432,min,0.0102854,3.26233,4.34977,28
mpi-ring,3,float,33554432,mean,0.0109975,3.05111,4.06814,28
mpi-ring,3,float,33554432,median,0.0108445,3.09414,4.12552,28
mpi-ring,3,float,33554432,max,0.0133443,2.51451,3.35269,28
mpi-ring,3,float,33554432,stddev,0.000668996,50.1564,66.8753,28
mpi-ring,3,float,67108864,min,0.0277632,2.41719,3.22292,11
mpi-ring,3,float,67108864,mean,0.0290757,2.30808,3.07744,11
